Group,Tank,Day,ZT,Chamber,FishCount
Experiment,2,5,16,3,-1
Experiment,3,5,16,3,2.033333333
Experiment,1,5,16,4,0.866666667
Experiment,2,5,16,4,-1
Experiment,3,5,16,4,4.366666667
Experiment,1,5,16,5,1.333333333
Experiment,2,5,16,5,-1
Experiment,3,5,16,5,1
Experiment,1,5,17,1,2.5
Experiment,2,5,17,1,-1
Experiment,3,5,17,1,0.733333333
Experiment,1,5,17,2,4.45
Experiment,2,5,17,2,-1
Experiment,3,5,17,2,4.233333333
Experiment,1,5,17,3,2.733333333
Experiment,2,5,17,3,-1
Experiment,3,5,17,3,3.116666667
Experiment,1,5,17,4,0.933333333
Experiment,2,5,17,4,-1
Experiment,3,5,17,4,2.933333333
Experiment,1,5,17,5,1.383333333
Experiment,2,5,17,5,-1
Experiment,3,5,17,5,0.983333333
Experiment,1,5,18,1,2.533333333
Experiment,2,5,18,1,-1
Experiment,3,5,18,1,1.2
Experiment,1,5,18,2,4.95
Experiment,2,5,18,2,-1
Experiment,3,5,18,2,3.6
Experiment,1,5,18,3,2
Experiment,2,5,18,3,-1
Experiment,3,5,18,3,2.666666667
Experiment,1,5,18,4,1.166666667
Experiment,2,5,18,4,-1
Experiment,3,5,18,4,2.9
Experiment,1,5,18,5,1.35
Experiment,2,5,18,5,-1
Experiment,3,5,18,5,1.633333333
Experiment,1,5,19,1,2.55
Experiment,2,5,19,1,-1
Experiment,3,5,19,1,0.8
Experiment,1,5,19,2,4.7
Experiment,2,5,19,2,-1
Experiment,3,5,19,2,4.083333333
Experiment,1,5,19,3,2.416666667
Experiment,2,5,19,3,-1
Experiment,3,5,19,3,3.65
Experiment,1,5,19,4,1.3
Experiment,2,5,19,4,-1
Experiment,3,5,19,4,2
Experiment,1,5,19,5,1.033333333
Experiment,2,5,19,5,-1
Experiment,3,5,19,5,1.466666667
Experiment,1,5,20,1,2.333333333
Experiment,2,5,20,1,-1
Experiment,3,5,20,1,0.883333333
Experiment,1,5,20,2,4.75
Experiment,2,5,20,2,-1
Experiment,3,5,20,2,5
Experiment,1,5,20,3,2.283333333
Experiment,2,5,20,3,-1
Experiment,3,5,20,3,3.35
Experiment,1,5,20,4,1.45
Experiment,2,5,20,4,-1
Experiment,3,5,20,4,1.25
Experiment,1,5,20,5,1.183333333
Experiment,2,5,20,5,-1
Experiment,3,5,20,5,1.516666667
Experiment,1,5,21,1,3.033333333
Experiment,2,5,21,1,-1
Experiment,3,5,21,1,1.2
Experiment,1,5,21,2,4.433333333
Experiment,2,5,21,2,-1
Experiment,3,5,21,2,4.45
Experiment,1,5,21,3,2.183333333
Experiment,2,5,21,3,-1
Experiment,3,5,21,3,2.6
Experiment,1,5,21,4,1.15
Experiment,2,5,21,4,-1
Experiment,3,5,21,4,2.483333333
Experiment,1,5,21,5,1.2
Experiment,2,5,21,5,-1
Experiment,3,5,21,5,1.266666667
Experiment,1,5,22,1,2.833333333
Experiment,2,5,22,1,-1
Experiment,3,5,22,1,1.216666667
Experiment,1,5,22,2,4.033333333
Experiment,2,5,22,2,-1
Experiment,3,5,22,2,3.833333333
Experiment,1,5,22,3,1.7
Experiment,2,5,22,3,-1
Experiment,3,5,22,3,2.816666667
Experiment,1,5,22,4,1.266666667
Experiment,2,5,22,4,-1
Experiment,3,5,22,4,2.433333333
Experiment,1,5,22,5,2.166666667
Experiment,2,5,22,5,-1
Experiment,3,5,22,5,1.7
Experiment,1,5,23,1,2.683333333
Experiment,2,5,23,1,-1
Experiment,3,5,23,1,1.216666667
Experiment,1,5,23,2,3.85
Experiment,2,5,23,2,-1
Experiment,3,5,23,2,3.2
Experiment,1,5,23,3,1.55
Experiment,2,5,23,3,-1
Experiment,3,5,23,3,3.016666667
Experiment,1,5,23,4,1.733333333
Experiment,2,5,23,4,-1
Experiment,3,5,23,4,2.933333333
Experiment,1,5,23,5,2.183333333
Experiment,2,5,23,5,-1
Experiment,3,5,23,5,1.633333333
Experiment,1,6,0,1,2.8
Experiment,2,6,0,1,-1
Experiment,3,6,0,1,1.616666667
Experiment,1,6,0,2,2.153846154
Experiment,2,6,0,2,-1
Experiment,3,6,0,2,1
Experiment,1,6,0,3,2.025641026
Experiment,2,6,0,3,-1
Experiment,3,6,0,3,1.128205128
Experiment,1,6,0,4,0.820512821
Experiment,2,6,0,4,-1
Experiment,3,6,0,4,2.794871795
Experiment,1,6,0,5,4.230769231
Experiment,2,6,0,5,-1
Experiment,3,6,0,5,5.307692308
Experiment,1,6,1,1,2.266666667
Experiment,2,6,1,1,-1
Experiment,3,6,1,1,1.533333333
Experiment,1,6,1,2,2.05
Experiment,2,6,1,2,-1
Experiment,3,6,1,2,1.516666667
Experiment,1,6,1,3,2.483333333
Experiment,2,6,1,3,-1
Experiment,3,6,1,3,1.216666667
Experiment,1,6,1,4,2.1
Experiment,2,6,1,4,-1
Experiment,3,6,1,4,3.333333333
Experiment,1,6,1,5,3.1
Experiment,2,6,1,5,-1
Experiment,3,6,1,5,4.4
Experiment,1,6,2,1,2.033333333
Experiment,2,6,2,1,-1
Experiment,3,6,2,1,1.466666667
Experiment,1,6,2,2,2.733333333
Experiment,2,6,2,2,-1
Experiment,3,6,2,2,1.283333333
Experiment,1,6,2,3,2.1
Experiment,2,6,2,3,-1
Experiment,3,6,2,3,1.35
Experiment,1,6,2,4,2.333333333
Experiment,2,6,2,4,-1
Experiment,3,6,2,4,3.183333333
Experiment,1,6,2,5,2.8
Experiment,2,6,2,5,-1
Experiment,3,6,2,5,4.716666667
Experiment,1,6,3,1,2.333333333
Experiment,2,6,3,1,-1
Experiment,3,6,3,1,1.483333333
Experiment,1,6,3,2,3.233333333
Experiment,2,6,3,2,-1
Experiment,3,6,3,2,1.333333333
Experiment,1,6,3,3,1.583333333
Experiment,2,6,3,3,-1
Experiment,3,6,3,3,3.45
Experiment,1,6,3,4,2
Experiment,2,6,3,4,-1
Experiment,3,6,3,4,3.066666667
Experiment,1,6,3,5,2.85
Experiment,2,6,3,5,-1
Experiment,3,6,3,5,2.666666667
Experiment,1,6,4,1,1.166666667
Experiment,2,6,4,1,-1
Experiment,3,6,4,1,1.016666667
Experiment,1,6,4,2,3.25
Experiment,2,6,4,2,-1
Experiment,3,6,4,2,2.033333333
Experiment,1,6,4,3,2.55
Experiment,2,6,4,3,-1
Experiment,3,6,4,3,2.833333333
Experiment,1,6,4,4,1.7
Experiment,2,6,4,4,-1
Experiment,3,6,4,4,3.3
Experiment,1,6,4,5,3.333333333
Experiment,2,6,4,5,-1
Experiment,3,6,4,5,2.816666667
Experiment,1,6,5,1,1.75
Experiment,2,6,5,1,-1
Experiment,3,6,5,1,0.466666667
Experiment,1,6,5,2,2.133333333
Experiment,2,6,5,2,-1
Experiment,3,6,5,2,0.983333333
Experiment,1,6,5,3,3.116666667
Experiment,2,6,5,3,-1
Experiment,3,6,5,3,4.316666667
Experiment,1,6,5,4,1.316666667
Experiment,2,6,5,4,-1
Experiment,3,6,5,4,4.366666667
Experiment,1,6,5,5,3.683333333
Experiment,2,6,5,5,-1
Experiment,3,6,5,5,1.866666667
Experiment,1,6,6,1,1.35
Experiment,2,6,6,1,-1
Experiment,3,6,6,1,0
Experiment,1,6,6,2,1.05
Experiment,2,6,6,2,-1
Experiment,3,6,6,2,0.8
Experiment,1,6,6,3,2.016666667
Experiment,2,6,6,3,-1
Experiment,3,6,6,3,3.833333333
Experiment,1,6,6,4,1.716666667
Experiment,2,6,6,4,-1
Experiment,3,6,6,4,4.116666667
Experiment,1,6,6,5,5.866666667
Experiment,2,6,6,5,-1
Experiment,3,6,6,5,3.25
Experiment,1,6,7,1,2.25
Experiment,2,6,7,1,-1
Experiment,3,6,7,1,0
Experiment,1,6,7,2,1.733333333
Experiment,2,6,7,2,-1
Experiment,3,6,7,2,1.25
Experiment,1,6,7,3,2.05
Experiment,2,6,7,3,-1
Experiment,3,6,7,3,2.933333333
Experiment,1,6,7,4,0.933333333
Experiment,2,6,7,4,-1
Experiment,3,6,7,4,3.666666667
Experiment,1,6,7,5,5.033333333
Experiment,2,6,7,5,-1
Experiment,3,6,7,5,4.15
Experiment,1,6,8,1,2.466666667
Experiment,2,6,8,1,-1
Experiment,3,6,8,1,0.2
Experiment,1,6,8,2,1.283333333
Experiment,2,6,8,2,-1
Experiment,3,6,8,2,0.466666667
Experiment,1,6,8,3,2.283333333
Experiment,2,6,8,3,-1
Experiment,3,6,8,3,2.016666667
Experiment,1,6,8,4,1.766666667
Experiment,2,6,8,4,-1
Experiment,3,6,8,4,2.8
Experiment,1,6,8,5,4.2
Experiment,2,6,8,5,-1
Experiment,3,6,8,5,6.516666667
Experiment,1,6,9,1,2.083333333
Experiment,2,6,9,1,-1
Experiment,3,6,9,1,0
Experiment,1,6,9,2,2.116666667
Experiment,2,6,9,2,-1
Experiment,3,6,9,2,0.383333333
Experiment,1,6,9,3,1.5
Experiment,2,6,9,3,-1
Experiment,3,6,9,3,1.95
Experiment,1,6,9,4,1.566666667
Experiment,2,6,9,4,-1
Experiment,3,6,9,4,2.333333333
Experiment,1,6,9,5,4.733333333
Experiment,2,6,9,5,-1
Experiment,3,6,9,5,7.333333333
Experiment,1,6,10,1,2.566666667
Experiment,2,6,10,1,1.228070175
Experiment,3,6,10,1,0.083333333
Experiment,1,6,10,2,1.916666667
Experiment,2,6,10,2,1.701754386
Experiment,3,6,10,2,0.5
Experiment,1,6,10,3,0.633333333
Experiment,2,6,10,3,4.140350877
Experiment,3,6,10,3,0.616666667
Experiment,1,6,10,4,1.7
Experiment,2,6,10,4,2.368421053
Experiment,3,6,10,4,1.533333333
Experiment,1,6,10,5,5.183333333
Experiment,2,6,10,5,2.561403509
Experiment,3,6,10,5,9.266666667
Experiment,1,6,11,1,2.283333333
Experiment,2,6,11,1,2.166666667
Experiment,3,6,11,1,0.266666667
Experiment,1,6,11,2,2.916666667
Experiment,2,6,11,2,1.683333333
Experiment,3,6,11,2,1.066666667
Experiment,1,6,11,3,1.816666667
Experiment,2,6,11,3,2.8
Experiment,3,6,11,3,3.65
Experiment,1,6,11,4,1.066666667
Experiment,2,6,11,4,2.416666667
Experiment,3,6,11,4,2.85
Experiment,1,6,11,5,3.916666667
Experiment,2,6,11,5,2.933333333
Experiment,3,6,11,5,4.166666667
Experiment,1,6,12,1,2.416666667
Experiment,2,6,12,1,1.7
Experiment,3,6,12,1,0.966666667
Experiment,1,6,12,2,4.7
Experiment,2,6,12,2,4.783333333
Experiment,3,6,12,2,3.683333333
Experiment,1,6,12,3,0.883333333
Experiment,2,6,12,3,1.883333333
Experiment,3,6,12,3,2.733333333
Experiment,1,6,12,4,1.55
Experiment,2,6,12,4,1.733333333
Experiment,3,6,12,4,2.066666667
Experiment,1,6,12,5,2.45
Experiment,2,6,12,5,1.9
Experiment,3,6,12,5,2.55
Experiment,1,6,13,1,2.1
Experiment,2,6,13,1,1.833333333
Experiment,3,6,13,1,0.416666667
Experiment,1,6,13,2,4.633333333
Experiment,2,6,13,2,4.25
Experiment,3,6,13,2,4.883333333
Experiment,1,6,13,3,1.583333333
Experiment,2,6,13,3,2.2
Experiment,3,6,13,3,3
Experiment,1,6,13,4,1.883333333
Experiment,2,6,13,4,2.15
Experiment,3,6,13,4,1.666666667
Experiment,1,6,13,5,1.8
Experiment,2,6,13,5,1.566666667
Experiment,3,6,13,5,2.033333333
Experiment,1,6,14,1,1.866666667
Experiment,2,6,14,1,1.866666667
Experiment,3,6,14,1,0.6
Experiment,1,6,14,2,4.883333333
Experiment,2,6,14,2,4.366666667
Experiment,3,6,14,2,5.883333333
Experiment,1,6,14,3,1.566666667
Experiment,2,6,14,3,2.666666667
Experiment,3,6,14,3,2.566666667
Experiment,1,6,14,4,2.033333333
Experiment,2,6,14,4,1.983333333
Experiment,3,6,14,4,1.35
Experiment,1,6,14,5,1.65
Experiment,2,6,14,5,1.116666667
Experiment,3,6,14,5,1.6
Experiment,1,6,15,1,1.816666667
Experiment,2,6,15,1,2.05
Experiment,3,6,15,1,0.4
Experiment,1,6,15,2,4.566666667
Experiment,2,6,15,2,5.15
Experiment,3,6,15,2,5.933333333
Experiment,1,6,15,3,2.066666667
Experiment,2,6,15,3,2.65
Experiment,3,6,15,3,2.116666667
Experiment,1,6,15,4,2.166666667
Experiment,2,6,15,4,1.216666667
Experiment,3,6,15,4,2.45
Experiment,1,6,15,5,1.383333333
Experiment,2,6,15,5,0.933333333
Experiment,3,6,15,5,1.1
Experiment,1,6,16,1,2.033333333
Experiment,2,6,16,1,2.066666667
Experiment,3,6,16,1,0.6
Experiment,1,6,16,2,4.066666667
Experiment,2,6,16,2,5.766666667
Experiment,3,6,16,2,5.933333333
Experiment,1,6,16,3,3.466666667
Experiment,2,6,16,3,2.466666667
Experiment,3,6,16,3,2.2
Experiment,1,6,16,4,1.5
Experiment,2,6,16,4,0.933333333
Experiment,3,6,16,4,2.033333333
Experiment,1,6,16,5,0.933333333
Experiment,2,6,16,5,0.766666667
Experiment,3,6,16,5,1.233333333
Experiment,1,6,17,1,2.533333333
Experiment,2,6,17,1,1.833333333
Experiment,3,6,17,1,0.833333333
Experiment,1,6,17,2,4.833333333
Experiment,2,6,17,2,6.716666667
Experiment,3,6,17,2,5.633333333
Experiment,1,6,17,3,2.766666667
Experiment,2,6,17,3,1.683333333
Experiment,3,6,17,3,2.3
Experiment,1,6,17,4,0.916666667
Experiment,2,6,17,4,0.966666667
Experiment,3,6,17,4,2.133333333
Experiment,1,6,17,5,0.95
Experiment,2,6,17,5,0.8
Experiment,3,6,17,5,1.1
Experiment,1,6,18,1,2.75
Experiment,2,6,18,1,1.816666667
Experiment,3,6,18,1,0.966666667
Experiment,1,6,18,2,5.116666667
Experiment,2,6,18,2,6.35
Experiment,3,6,18,2,5.283333333
Experiment,1,6,18,3,2.366666667
Experiment,2,6,18,3,1.966666667
Experiment,3,6,18,3,2.533333333
Experiment,1,6,18,4,0.716666667
Experiment,2,6,18,4,1.15
Experiment,3,6,18,4,2.2
Experiment,1,6,18,5,1.05
Experiment,2,6,18,5,0.716666667
Experiment,3,6,18,5,1.016666667
Experiment,1,6,19,1,2.69047619
Experiment,2,6,19,1,1.4
Experiment,3,6,19,1,0.816666667
Experiment,1,6,19,2,5.595238095
Experiment,2,6,19,2,6.55
Experiment,3,6,19,2,4.866666667
Experiment,1,6,19,3,2.380952381
Experiment,2,6,19,3,2.2
Experiment,3,6,19,3,3.516666667
Experiment,1,6,19,4,0.214285714
Experiment,2,6,19,4,1.05
Experiment,3,6,19,4,1.75
Experiment,1,6,19,5,1.119047619
Experiment,2,6,19,5,0.8
Experiment,3,6,19,5,1.05
Experiment,1,6,20,1,-1
Experiment,2,6,20,1,1.666666667
Experiment,3,6,20,1,0.616666667
Experiment,1,6,20,2,-1
Experiment,2,6,20,2,6.416666667
Experiment,3,6,20,2,4.55
Experiment,1,6,20,3,-1
Experiment,2,6,20,3,1.766666667
Experiment,3,6,20,3,3.266666667
Experiment,1,6,20,4,-1
Experiment,2,6,20,4,1.316666667
Experiment,3,6,20,4,2.216666667
Experiment,1,6,20,5,-1
Experiment,2,6,20,5,0.833333333
Experiment,3,6,20,5,1.35
Experiment,1,6,21,1,-1
Experiment,2,6,21,1,1.533333333
Experiment,3,6,21,1,0.7
Experiment,1,6,21,2,-1
Experiment,2,6,21,2,6.316666667
Experiment,3,6,21,2,4.083333333
Experiment,1,6,21,3,-1
Experiment,2,6,21,3,1.816666667
Experiment,3,6,21,3,3.35
Experiment,1,6,21,4,-1
Experiment,2,6,21,4,1.1
Experiment,3,6,21,4,2.483333333
Experiment,1,6,21,5,-1
Experiment,2,6,21,5,1.233333333
Experiment,3,6,21,5,1.383333333
Experiment,1,6,22,1,-1
Experiment,2,6,22,1,1.916666667
Experiment,3,6,22,1,1.466666667
Experiment,1,6,22,2,-1
Experiment,2,6,22,2,5.15
Experiment,3,6,22,2,2.7
Experiment,1,6,22,3,-1
Experiment,2,6,22,3,1.3
Experiment,3,6,22,3,3.35
Experiment,1,6,22,4,-1
Experiment,2,6,22,4,1.05
Experiment,3,6,22,4,2.85
Experiment,1,6,22,5,-1
Experiment,2,6,22,5,2.583333333
Experiment,3,6,22,5,1.633333333
Experiment,1,6,23,1,-1
Experiment,2,6,23,1,1.866666667
Experiment,3,6,23,1,1.95
Experiment,1,6,23,2,-1
Experiment,2,6,23,2,4.483333333
Experiment,3,6,23,2,2.416666667
Experiment,1,6,23,3,-1
Experiment,2,6,23,3,1.566666667
Experiment,3,6,23,3,2.266666667
Experiment,1,6,23,4,-1
Experiment,2,6,23,4,1.016666667
Experiment,3,6,23,4,2.933333333
Experiment,1,6,23,5,-1
Experiment,2,6,23,5,3.066666667
Experiment,3,6,23,5,2.433333333
Experiment,1,7,0,1,-1
Experiment,2,7,0,1,1.95
Experiment,3,7,0,1,1.366666667
Experiment,1,7,0,2,-1
Experiment,2,7,0,2,1.769230769
Experiment,3,7,0,2,0.974358974
Experiment,1,7,0,3,-1
Experiment,2,7,0,3,1.076923077
Experiment,3,7,0,3,1.41025641
Experiment,1,7,0,4,-1
Experiment,2,7,0,4,1.051282051
Experiment,3,7,0,4,2.717948718
Experiment,1,7,0,5,-1
Experiment,2,7,0,5,5.769230769
Experiment,3,7,0,5,5.58974359
Experiment,1,7,1,1,1.857142857
Experiment,2,7,1,1,2.966666667
Experiment,3,7,1,1,0.95
Experiment,1,7,1,2,2.142857143
Experiment,2,7,1,2,1.15
Experiment,3,7,1,2,0.45
Experiment,1,7,1,3,2.285714286
Experiment,2,7,1,3,1.966666667
Experiment,3,7,1,3,1.8
Experiment,1,7,1,4,0.571428571
Experiment,2,7,1,4,2.033333333
Experiment,3,7,1,4,1.316666667
Experiment,1,7,1,5,5.142857143
Experiment,2,7,1,5,3.883333333
Experiment,3,7,1,5,7.483333333
Experiment,1,7,2,1,1.45
Experiment,2,7,2,1,1.933333333
Experiment,3,7,2,1,0.883333333
Experiment,1,7,2,2,2.333333333
Experiment,2,7,2,2,1.383333333
Experiment,3,7,2,2,0.683333333
Experiment,1,7,2,3,2.183333333
Experiment,2,7,2,3,2.183333333
Experiment,3,7,2,3,1.966666667
Experiment,1,7,2,4,1.6
Experiment,2,7,2,4,2.233333333
Experiment,3,7,2,4,3.3
Experiment,1,7,2,5,4.433333333
Experiment,2,7,2,5,4.266666667
Experiment,3,7,2,5,5.166666667
Experiment,1,7,3,1,1.016666667
Experiment,2,7,3,1,2.516666667
Experiment,3,7,3,1,0.35
Experiment,1,7,3,2,2.283333333
Experiment,2,7,3,2,1.55
Experiment,3,7,3,2,0.966666667
Experiment,1,7,3,3,3.116666667
Experiment,2,7,3,3,1.166666667
Experiment,3,7,3,3,1.583333333
Experiment,1,7,3,4,1.466666667
Experiment,2,7,3,4,1.283333333
Experiment,3,7,3,4,4.466666667
Experiment,1,7,3,5,4.116666667
Experiment,2,7,3,5,5.483333333
Experiment,3,7,3,5,4.633333333
Experiment,1,7,4,1,1.45
Experiment,2,7,4,1,3.116666667
Experiment,3,7,4,1,0.483333333
Experiment,1,7,4,2,2.55
Experiment,2,7,4,2,1.883333333
Experiment,3,7,4,2,0.616666667
Experiment,1,7,4,3,2.2
Experiment,2,7,4,3,1.083333333
Experiment,3,7,4,3,2.3
Experiment,1,7,4,4,0.966666667
Experiment,2,7,4,4,1.25
Experiment,3,7,4,4,4.516666667
Experiment,1,7,4,5,4.833333333
Experiment,2,7,4,5,4.666666667
Experiment,3,7,4,5,4.083333333
Experiment,1,7,5,1,2.083333333
Experiment,2,7,5,1,2.616666667
Experiment,3,7,5,1,0.333333333
Experiment,1,7,5,2,2.216666667
Experiment,2,7,5,2,1.133333333
Experiment,3,7,5,2,0.8
Experiment,1,7,5,3,2.5
Experiment,2,7,5,3,0.866666667
Experiment,3,7,5,3,2.1
Experiment,1,7,5,4,1.683333333
Experiment,2,7,5,4,1.683333333
Experiment,3,7,5,4,3.9
Experiment,1,7,5,5,3.516666667
Experiment,2,7,5,5,5.7
Experiment,3,7,5,5,4.866666667
Experiment,1,7,6,1,2.133333333
Experiment,2,7,6,1,1.833333333
Experiment,3,7,6,1,0.316666667
Experiment,1,7,6,2,2.316666667
Experiment,2,7,6,2,1.516666667
Experiment,3,7,6,2,0.616666667
Experiment,1,7,6,3,3.05
Experiment,2,7,6,3,0.733333333
Experiment,3,7,6,3,2.033333333
Experiment,1,7,6,4,1.233333333
Experiment,2,7,6,4,1.85
Experiment,3,7,6,4,3.3
Experiment,1,7,6,5,3.266666667
Experiment,2,7,6,5,6.066666667
Experiment,3,7,6,5,5.733333333
Experiment,1,7,7,1,1.716666667
Experiment,2,7,7,1,1.566666667
Experiment,3,7,7,1,0.566666667
Experiment,1,7,7,2,2.333333333
Experiment,2,7,7,2,1.233333333
Experiment,3,7,7,2,1.65
Experiment,1,7,7,3,3.85
Experiment,2,7,7,3,0.766666667
Experiment,3,7,7,3,1.833333333
Experiment,1,7,7,4,1.383333333
Experiment,2,7,7,4,2.216666667
Experiment,3,7,7,4,2.25
Experiment,1,7,7,5,2.716666667
Experiment,2,7,7,5,6.216666667
Experiment,3,7,7,5,5.7
Experiment,1,7,8,1,1.533333333
Experiment,2,7,8,1,2.383333333
Experiment,3,7,8,1,0.866666667
Experiment,1,7,8,2,2.516666667
Experiment,2,7,8,2,1.016666667
Experiment,3,7,8,2,0.683333333
Experiment,1,7,8,3,2.85
Experiment,2,7,8,3,1.733333333
Experiment,3,7,8,3,3.916666667
Experiment,1,7,8,4,0.85
Experiment,2,7,8,4,2.683333333
Experiment,3,7,8,4,2.133333333
Experiment,1,7,8,5,4.25
Experiment,2,7,8,5,4.183333333
Experiment,3,7,8,5,4.4
Experiment,1,7,9,1,1.966666667
Experiment,2,7,9,1,1.85
Experiment,3,7,9,1,0.383333333
Experiment,1,7,9,2,2.583333333
Experiment,2,7,9,2,1.216666667
Experiment,3,7,9,2,0.366666667
Experiment,1,7,9,3,3.6
Experiment,2,7,9,3,2.783333333
Experiment,3,7,9,3,3.966666667
Experiment,1,7,9,4,0.3
Experiment,2,7,9,4,2.833333333
Experiment,3,7,9,4,3.35
Experiment,1,7,9,5,3.55
Experiment,2,7,9,5,3.316666667
Experiment,3,7,9,5,3.933333333
Experiment,1,7,10,1,2.783333333
Experiment,2,7,10,1,2.466666667
Experiment,3,7,10,1,0.033333333
Experiment,1,7,10,2,4.133333333
Experiment,2,7,10,2,1.683333333
Experiment,3,7,10,2,0.966666667
Experiment,1,7,10,3,2.033333333
Experiment,2,7,10,3,2.233333333
Experiment,3,7,10,3,2.75
Experiment,1,7,10,4,0.2
Experiment,2,7,10,4,1.733333333
Experiment,3,7,10,4,3.2
Experiment,1,7,10,5,2.85
Experiment,2,7,10,5,3.883333333
Experiment,3,7,10,5,5.05
Experiment,1,7,11,1,2.233333333
Experiment,2,7,11,1,1.866666667
Experiment,3,7,11,1,0.55
Experiment,1,7,11,2,4.316666667
Experiment,2,7,11,2,1.383333333
Experiment,3,7,11,2,0.65
Experiment,1,7,11,3,1.15
Experiment,2,7,11,3,0.916666667
Experiment,3,7,11,3,1.983333333
Experiment,1,7,11,4,0.9
Experiment,2,7,11,4,1.933333333
Experiment,3,7,11,4,2.816666667
Experiment,1,7,11,5,3.4
Experiment,2,7,11,5,5.9
Experiment,3,7,11,5,6
Experiment,1,7,12,1,2.3
Experiment,2,7,12,1,1.25
Experiment,3,7,12,1,1.616666667
Experiment,1,7,12,2,5.083333333
Experiment,2,7,12,2,4.9
Experiment,3,7,12,2,4.3
Experiment,1,7,12,3,1.183333333
Experiment,2,7,12,3,2.733333333
Experiment,3,7,12,3,1.933333333
Experiment,1,7,12,4,1.383333333
Experiment,2,7,12,4,1.183333333
Experiment,3,7,12,4,2.283333333
Experiment,1,7,12,5,2.05
Experiment,2,7,12,5,1.933333333
Experiment,3,7,12,5,1.866666667
Experiment,1,7,13,1,1.95
Experiment,2,7,13,1,1.85
Experiment,3,7,13,1,0.7
Experiment,1,7,13,2,4.533333333
Experiment,2,7,13,2,5.45
Experiment,3,7,13,2,4.066666667
Experiment,1,7,13,3,1.9
Experiment,2,7,13,3,1.35
Experiment,3,7,13,3,3.6
Experiment,1,7,13,4,1.8
Experiment,2,7,13,4,1.383333333
Experiment,3,7,13,4,2.033333333
Experiment,1,7,13,5,1.816666667
Experiment,2,7,13,5,1.966666667
Experiment,3,7,13,5,1.6
Experiment,1,7,14,1,2.05
Experiment,2,7,14,1,1.35
Experiment,3,7,14,1,0.466666667
Experiment,1,7,14,2,5.133333333
Experiment,2,7,14,2,5.916666667
Experiment,3,7,14,2,4.083333333
Experiment,1,7,14,3,1.666666667
Experiment,2,7,14,3,1.233333333
Experiment,3,7,14,3,4.383333333
Experiment,1,7,14,4,1.4
Experiment,2,7,14,4,1.466666667
Experiment,3,7,14,4,1.683333333
Experiment,1,7,14,5,1.75
Experiment,2,7,14,5,2.033333333
Experiment,3,7,14,5,1.383333333
Experiment,1,7,15,1,2.466666667
Experiment,2,7,15,1,1.05
Experiment,3,7,15,1,0.566666667
Experiment,1,7,15,2,4.533333333
Experiment,2,7,15,2,6.983333333
Experiment,3,7,15,2,4.183333333
Experiment,1,7,15,3,1.683333333
Experiment,2,7,15,3,1.45
Experiment,3,7,15,3,4.816666667
Experiment,1,7,15,4,1.3
Experiment,2,7,15,4,1.3
Experiment,3,7,15,4,1.016666667
Experiment,1,7,15,5,2.016666667
Experiment,2,7,15,5,1.216666667
Experiment,3,7,15,5,1.416666667
Experiment,1,7,16,1,2.333333333
Experiment,2,7,16,1,1.033333333
Experiment,3,7,16,1,0.466666667
Experiment,1,7,16,2,5.133333333
Experiment,2,7,16,2,6.933333333
Experiment,3,7,16,2,4.333333333
Experiment,1,7,16,3,2.066666667
Experiment,2,7,16,3,0.9
Experiment,3,7,16,3,4.933333333
Experiment,1,7,16,4,1
Experiment,2,7,16,4,1.933333333
Experiment,3,7,16,4,1.1
Experiment,1,7,16,5,1.466666667
Experiment,2,7,16,5,1.2
Experiment,3,7,16,5,1.166666667
Experiment,1,7,17,1,2.7
Experiment,2,7,17,1,1.3
Experiment,3,7,17,1,0.283333333
Experiment,1,7,17,2,5.2
Experiment,2,7,17,2,6.3
Experiment,3,7,17,2,3.916666667
Experiment,1,7,17,3,1.5
Experiment,2,7,17,3,1.833333333
Experiment,3,7,17,3,5.283333333
Experiment,1,7,17,4,1.1
Experiment,2,7,17,4,1.433333333
Experiment,3,7,17,4,1.233333333
Experiment,1,7,17,5,1.5
Experiment,2,7,17,5,1.133333333
Experiment,3,7,17,5,1.283333333
Experiment,1,7,18,1,3.4
Experiment,2,7,18,1,1.166666667
Experiment,3,7,18,1,0.433333333
Experiment,1,7,18,2,4.983333333
Experiment,2,7,18,2,5.85
Experiment,3,7,18,2,4.133333333
Experiment,1,7,18,3,1.5
Experiment,2,7,18,3,2.15
Experiment,3,7,18,3,4.483333333
Experiment,1,7,18,4,0.983333333
Experiment,2,7,18,4,1.566666667
Experiment,3,7,18,4,1.183333333
Experiment,1,7,18,5,1.133333333
Experiment,2,7,18,5,1.266666667
Experiment,3,7,18,5,1.766666667
Experiment,1,7,19,1,3.85
Experiment,2,7,19,1,1.883333333
Experiment,3,7,19,1,0.683333333
Experiment,1,7,19,2,4.65
Experiment,2,7,19,2,5.2
Experiment,3,7,19,2,4.716666667
Experiment,1,7,19,3,1.65
Experiment,2,7,19,3,2.516666667
Experiment,3,7,19,3,2.433333333
Experiment,1,7,19,4,0.716666667
Experiment,2,7,19,4,1.4
Experiment,3,7,19,4,2.316666667
Experiment,1,7,19,5,1.133333333
Experiment,2,7,19,5,1
Experiment,3,7,19,5,1.85
Experiment,1,7,20,1,3.95
Experiment,2,7,20,1,2.1
Experiment,3,7,20,1,0.75
Experiment,1,7,20,2,4.45
